2000 3000
1738 769 136
769 367 140
746 223 195
432 1636 111
1226 536 7
940 1355 36
1741 627 190
561 191 96
392 372 140
1285 1282 15
1207 663 135
1663 1637 79
689 1974 40
1827 883 138
223 480 12
1782 1747 80
1645 681 180
581 1407 98
831 1715 184
1968 517 61
160 31 79
1781 1153 35
1269 454 44
1073 270 134
652 1332 119
371 1797 12
1590 1591 150
1021 1621 91
1732 1485 131
1651 1755 4
469 1940 80
1194 341 37
477 385 136
881 667 37
378 1004 134
152 1351 38
1094 20 111
517 1671 107
1520 225 130
96 719 133
1026 1927 135
1152 388 75
543 1161 149
203 1174 66
676 168 61
1915 1557 60
991 556 172
935 475 142
186 993 110
1041 820 34
1773 151 170
1425 870 141
877 492 116
795 729 194
1032 1767 15
649 1919 78
190 227 5
1562 1315 109
1692 1416 188
879 1620 41
765 1421 52
1226 374 127
1371 84 13
848 518 27
941 760 87
966 1932 187
391 1798 134
957 1508 154
787 1965 95
937 1547 170
1118 1188 3
350 1937 100
1376 1460 95
431 707 39
745 1328 9
1841 1270 149
1017 1980 172
1340 62 128
867 1788 174
1490 1109 71
955 252 179
1266 213 8
68 965 181
1608 1628 7
1005 1914 22
1987 911 96
601 1152 128
1682 837 190
1196 1916 47
1165 1938 90
1403 1037 44
1540 1299 23
1475 1329 119
1195 630 124
1607 1919 8
1755 712 150
1259 270 60
1108 294 19
1765 1893 96
1294 19 6
1998 223 17
1373 261 93
1850 926 192
1224 1926 28
524 1296 95
1365 671 129
1689 220 114
796 131 161
307 1351 66
1766 550 94
129 591 135
1877 266 62
1185 1899 166
1218 154 81
1106 1228 18
368 234 193
1358 1103 191
978 1895 88
1798 289 50
19 1689 82
1457 728 98
1439 347 44
638 1730 88
1917 1544 106
1965 580 143
1406 933 103
1743 430 141
1938 686 21
531 1279 123
380 379 19
770 540 160
470 628 60
1887 211 52
1310 1818 60
1099 861 189
1142 740 183
682 127 19
980 648 33
1513 1198 165
546 381 147
1398 1930 145
1079 1627 83
618 267 5
540 1725 177
1302 42 38
11 158 20
428 1216 92
393 110 174
1033 482 195
835 106 88
1233 175 109
1373 1191 135
1311 881 149
1874 1752 5
1066 402 112
937 1309 51
465 716 116
307 1956 200
476 157 176
593 1396 139
876 968 129
1556 1674 186
1798 1329 76
1328 1643 194
650 1767 141
36 310 187
295 1299 196
872 1786 151
11 1314 184
907 845 19
730 1038 123
790 1261 20
1082 1967 107
459 1189 192
257 919 57
601 647 179
1443 1172 87
790 1145 100
1580 1724 193
322 1013 133
354 1191 150
1524 1783 158
75 1320 5
1243 633 27
197 769 4
1551 826 164
1033 603 32
755 116 121
1170 1385 156
1936 1641 10
1831 674 103
879 1068 197
1229 1415 197
235 960 168
269 1818 181
1220 328 147
1109 907 54
1884 324 52
1628 506 63
1884 182 24
47 891 126
1742 88 30
749 363 2
1399 780 52
468 1560 115
1105 522 70
528 1905 109
1381 1702 39
1468 929 147
753 135 39
1720 1639 17
1576 501 77
51 699 2
1056 986 129
1703 1223 3
1906 773 123
883 1969 131
684 157 121
540 517 97
40 6 126
1112 945 172
443 356 188
1827 53 135
947 1765 196
1769 445 170
369 804 91
53 1426 93
1682 27 5
770 587 155
811 206 150
82 1777 17
146 1906 65
570 200 184
1961 780 121
1447 1292 90
1111 1481 82
1672 349 27
218 923 172
448 1609 165
504 146 132
345 1526 73
1870 487 34
596 855 45
1473 841 199
845 427 91
222 496 59
826 1224 59
620 1571 8
905 287 154
1676 7 130
1334 1419 77
1276 971 193
1293 585 22
1557 373 133
1077 1973 125
966 600 27
286 936 109
1028 1289 179
1581 1003 65
1217 548 114
1398 1819 84
830 799 82
544 530 65
1889 234 61
1319 1842 126
1412 112 59
872 1989 97
378 1174 104
218 1753 38
1214 1077 74
1930 1202 140
1991 1288 150
144 199 131
1209 804 162
48 526 196
494 1366 13
1163 1235 152
525 402 185
509 61 80
1098 126 109
769 1175 104
721 1661 66
1739 785 14
378 737 196
1184 1244 8
1639 1736 107
314 1879 132
1428 194 17
1106 1399 194
329 1968 157
1750 1536 129
653 1826 43
1352 933 110
1998 1670 130
426 1327 54
1798 1859 192
1750 1747 42
175 1548 146
1959 1785 29
157 31 117
1051 1398 19
1963 452 11
1186 527 15
997 1324 91
457 319 168
899 1320 94
1740 478 173
372 1541 88
1196 1533 19
218 1662 90
1558 1443 186
443 1213 78
517 649 168
1173 266 162
344 240 70
660 144 35
1352 1077 146
1943 662 51
646 852 94
1465 1057 153
1292 795 78
1005 23 186
684 763 114
1862 1815 193
1326 1934 46
828 836 9
1015 747 176
614 773 151
237 1648 127
508 1517 65
1684 29 197
111 1783 168
1256 1219 160
197 534 176
68 499 197
1027 1536 176
1048 1513 88
1623 1835 95
1031 750 146
1922 1595 80
181 153 34
745 1291 196
1106 1666 116
1885 887 132
1565 854 7
1082 379 177
1436 93 1
1405 1000 107
1164 1872 95
1775 1809 192
499 15 161
1657 137 100
294 1782 176
415 838 156
1538 367 66
735 877 93
1175 1788 134
1475 1473 113
50 707 105
1646 1119 140
1680 1085 14
842 410 93
1625 619 12
1442 821 36
239 1520 43
591 1845 92
927 1223 108
1016 262 41
1167 1662 152
434 1176 58
1258 599 91
196 579 182
514 924 3
1763 1063 17
1765 74 22
1178 735 30
475 775 137
1985 667 68
1337 553 72
8 327 45
1555 221 137
173 1794 86
1860 186 135
1102 606 108
233 875 197
1859 692 81
1116 237 134
1952 1138 44
1575 1719 52
1669 633 51
223 754 60
1976 611 74
285 871 158
1175 1128 23
1004 396 42
476 786 62
1148 486 14
792 1574 37
1898 1197 34
980 604 197
626 1941 187
422 1295 150
408 776 166
373 1106 83
1100 584 142
1755 339 101
952 545 119
1419 61 19
94 879 9
1862 1688 104
300 791 177
1390 67 2
54 466 69
152 1176 59
1981 1875 116
428 577 98
1951 1928 47
1632 190 42
349 69 139
1484 777 132
205 1997 141
1051 1170 192
222 1427 177
1001 380 156
461 1355 8
1453 166 51
693 1894 84
1164 941 168
193 435 11
610 1808 64
170 1999 180
1602 349 53
993 389 181
734 795 134
1168 1514 146
1972 103 165
387 1146 35
338 1184 136
867 338 17
575 1960 82
1312 675 167
678 959 116
188 591 158
1833 1966 99
1735 1341 179
1225 1457 135
1068 1536 102
11 1267 29
24 381 14
1055 1622 38
24 770 114
1336 1851 84
766 1122 46
515 296 117
609 1526 32
578 726 173
1569 1369 145
926 1071 152
412 639 68
354 625 128
424 1571 176
1086 1158 90
1792 1012 8
1383 434 109
1475 376 58
1624 1057 175
1523 1192 174
511 1394 114
38 438 88
1382 1462 195
288 1844 126
1906 1138 190
1230 1204 2
1854 253 49
1423 987 20
1021 1359 107
1459 1504 82
69 295 45
932 743 9
226 1863 126
665 1685 23
505 1476 178
890 1720 28
1673 602 124
777 1704 115
629 1106 151
116 1825 180
1313 1495 101
419 620 160
104 572 66
1333 272 156
1572 1951 52
1040 1347 132
258 1409 1
1012 312 80
1116 229 97
220 941 177
401 1582 40
1659 683 96
548 20 188
736 457 16
1748 1952 11
960 621 36
1213 1521 146
177 1478 11
1657 476 199
557 1971 14
829 202 168
770 1299 48
175 1217 193
568 297 189
230 1184 50
1112 669 45
521 1478 70
1025 686 85
1649 359 74
776 342 47
514 1736 62
1685 1548 45
322 558 18
66 524 30
1609 1731 49
1686 550 173
852 68 58
358 1957 111
1815 54 63
1558 1641 4
1208 930 72
1557 1480 143
1495 891 111
1307 938 59
61 568 159
511 1842 124
549 778 194
1135 1592 155
1183 1113 129
1902 344 81
1433 813 23
472 1077 81
865 588 49
833 571 166
1655 1055 81
282 1401 182
137 1369 180
1824 1921 52
531 1861 54
1162 710 121
294 1632 105
663 699 81
1465 839 158
639 1646 153
1943 645 183
235 1277 52
1233 1434 3
1773 1023 22
1132 1116 134
708 386 54
1579 540 48
1699 1546 4
1590 59 65
1657 1958 79
240 140 139
1165 367 7
1409 766 148
1832 1685 177
712 256 166
737 222 170
1310 1295 29
504 423 18
1714 1674 52
729 287 50
1287 450 81
1717 27 59
470 1664 112
1168 1225 125
1265 1761 194
1886 750 6
1802 945 100
371 948 74
662 449 102
362 439 158
630 394 134
1017 347 163
1869 1050 81
279 597 113
1177 1054 12
165 499 51
779 1340 170
1534 1138 92
1265 1765 54
944 1686 24
1406 960 191
14 1634 192
901 1731 108
1218 101 173
1134 1122 184
566 1294 147
1403 897 7
1299 1378 135
600 1351 88
479 720 191
1317 63 98
1115 343 53
874 114 6
1548 11 180
1530 861 5
305 396 147
1568 218 198
802 941 182
482 1755 198
396 883 181
1510 480 33
642 354 129
1386 1023 37
551 307 170
1267 1160 33
74 1041 31
1735 84 183
509 1770 125
817 552 38
1150 1966 52
548 941 4
1411 1338 140
1057 518 191
1264 913 33
246 957 87
415 344 119
562 710 124
1921 1118 43
1934 657 23
198 1274 67
647 34 152
345 1022 184
1807 138 196
507 316 123
377 1275 76
1872 52 1
1151 493 58
1431 463 174
1535 1862 111
1819 1890 104
224 623 74
1075 1463 150
338 187 197
1816 1930 5
1346 1542 13
1230 715 134
1062 1172 65
1476 263 23
1838 536 153
1186 190 126
879 1612 87
295 1602 46
1665 1385 157
1064 1354 51
1840 1471 111
1022 1382 98
1179 669 187
502 1040 5
1478 1287 32
383 134 143
985 648 149
1810 525 88
1317 1191 138
1403 1702 169
1203 1124 161
1636 1776 184
16 1746 86
1944 623 159
1762 1404 98
1594 947 54
810 773 41
142 1336 52
488 1880 110
1655 871 9
1852 685 168
611 722 110
1053 67 109
1703 705 78
183 406 154
280 738 118
957 833 110
1611 1732 96
117 697 116
883 398 14
63 1017 10
193 975 105
1291 546 200
282 347 107
148 1553 182
1033 1120 26
1364 997 22
753 1229 190
15 192 159
1869 1746 83
671 219 178
923 180 148
1366 1417 161
170 1025 128
797 714 21
1363 680 48
1618 1021 56
95 777 76
345 232 55
1699 1485 79
1617 628 187
1857 1267 169
1876 1700 15
1814 1020 22
518 993 78
397 1566 92
1293 1619 13
519 1090 116
1872 913 46
1349 860 178
559 1689 65
239 768 54
156 440 171
1425 1681 181
1937 232 104
1678 643 17
619 1317 119
1338 1118 158
1494 28 92
22 169 169
1059 447 191
1772 712 116
1828 1632 46
1218 1072 67
1788 1845 33
1713 1444 143
940 1975 81
1943 442 106
636 337 33
1334 552 189
426 1172 48
900 95 15
1867 540 11
443 871 97
349 951 149
1250 481 98
982 695 45
557 1410 48
1858 47 116
879 1723 84
1271 172 172
902 495 43
519 578 145
1407 324 115
549 1686 163
936 471 180
623 1926 15
130 955 127
1949 809 166
1316 1756 57
1212 864 192
423 1253 155
1958 1144 75
1076 630 192
624 1488 152
549 892 12
921 264 120
11 1033 183
1860 1551 39
335 1695 61
567 905 32
1957 839 1
1198 283 144
803 531 173
225 1239 131
1019 1761 117
1706 403 82
627 1048 14
998 1074 194
1277 1684 117
448 1814 126
1915 311 35
1664 1179 116
33 332 32
503 531 73
1713 70 112
1725 704 188
1951 1287 67
648 138 186
1544 1231 13
278 1522 197
1604 515 61
1117 754 127
1580 166 101
1143 821 61
608 44 176
921 395 11
1480 48 186
463 1335 32
196 490 200
1394 1817 199
1530 1875 154
1149 845 128
1216 449 102
1816 1718 159
1281 429 161
590 492 176
1163 1146 24
890 1764 89
1130 28 197
742 787 165
842 1589 23
1048 1931 18
1068 1655 68
1529 436 189
395 1638 62
739 10 168
1162 1284 79
50 298 123
143 224 59
1515 1548 186
1154 466 155
1042 737 19
1818 336 48
1335 499 39
1275 1466 15
953 28 29
1770 1597 32
1958 409 176
632 1786 55
555 875 46
1276 1510 66
417 927 27
1935 1527 154
1078 417 50
1634 1997 193
790 944 190
1702 1139 58
734 1740 101
1528 1110 184
797 313 91
126 998 141
1451 1922 170
1711 802 56
1174 991 12
1330 1405 10
188 1183 150
468 1602 124
1613 288 85
398 1112 164
446 202 54
1190 1583 175
1780 1371 74
87 150 197
1368 1256 20
1398 1354 78
1090 37 77
1515 1130 11
784 1041 81
1734 173 136
1721 718 126
753 873 9
1738 131 96
201 124 128
108 592 112
312 1493 24
1419 1598 98
1459 469 182
1747 609 9
10 1161 64
164 170 70
6 120 190
1075 1481 119
64 1662 16
1097 1783 164
1689 1210 120
135 1107 16
1185 104 118
22 844 198
295 382 159
896 710 106
633 848 25
1438 321 4
1960 1442 51
1000 1279 29
309 833 44
1993 1269 51
1585 863 150
1172 1655 50
1142 1625 70
1940 450 87
1964 731 132
1080 1135 64
1220 928 107
1460 1550 175
546 196 95
1090 1569 123
1030 229 70
1227 288 138
922 998 25
154 635 29
706 1607 195
1472 1974 196
366 1234 32
1032 1291 10
1792 1771 13
356 1980 49
724 262 126
665 605 17
1218 1920 120
185 1232 44
831 397 109
783 1384 50
27 1923 81
1997 578 172
29 906 42
1461 1623 63
1124 616 108
834 1755 61
677 1139 104
1376 1881 138
645 1004 161
448 792 106
1456 703 62
950 1291 36
1574 1050 111
1593 1166 119
1519 239 53
742 1132 184
1019 1269 187
1468 1345 32
460 1088 184
936 1169 88
997 1903 125
585 593 120
313 245 45
309 304 92
108 189 154
1611 641 119
564 1659 152
1003 195 181
8 706 107
399 952 104
1451 1583 174
279 1218 10
57 143 78
1296 1892 163
1163 971 44
84 651 85
1004 953 88
667 1711 108
18 1830 6
1052 1643 140
1236 1703 85
157 1223 45
1211 1966 39
482 1786 18
212 300 20
185 1845 47
772 306 113
40 791 71
997 503 77
199 1644 96
799 33 46
781 1322 149
889 1932 61
1258 1779 52
1686 122 39
1763 1168 161
1757 1525 130
1190 613 131
1108 1140 19
290 1649 140
1257 21 21
367 258 166
618 514 120
1646 1859 148
1219 323 21
1966 1945 60
1688 788 111
788 1019 2
895 649 129
1699 111 186
24 1767 92
1053 244 198
5 898 133
1536 1884 59
1223 1527 186
127 356 2
775 675 126
714 338 79
398 647 150
1472 1333 73
1450 600 200
538 1078 127
1549 1610 151
1911 1223 23
644 1540 1
1293 1097 194
164 732 129
51 1682 25
1184 752 106
141 1089 172
976 830 88
1458 1531 104
1474 947 123
937 199 168
1673 93 152
400
8
17
29
32
43
46
48
49
50
51
52
56
57
58
60
63
67
68
70
74
80
97
103
109
112
114
117
119
120
132
137
141
152
153
155
156
159
160
163
165
169
172
181
183
190
192
198
199
201
214
230
239
248
255
273
276
277
282
284
289
290
291
296
299
306
311
314
316
317
320
322
325
335
336
343
349
356
357
366
373
376
379
382
388
394
408
409
415
416
417
429
433
434
438
444
445
447
451
452
461
480
482
489
497
510
511
513
514
515
518
519
521
529
530
532
537
542
545
548
549
570
573
575
582
591
598
620
621
623
634
640
644
645
652
653
655
659
660
668
672
674
675
682
683
688
695
699
700
706
711
716
719
725
729
731
734
736
741
743
744
753
755
763
770
771
773
775
781
786
798
814
815
816
819
821
831
832
833
837
844
845
849
850
861
864
868
869
870
874
876
881
882
890
899
908
914
919
933
936
939
943
944
946
960
964
965
968
974
979
980
990
991
999
1009
1012
1017
1019
1024
1037
1050
1057
1061
1072
1077
1100
1104
1108
1110
1120
1128
1138
1140
1142
1147
1151
1157
1159
1164
1169
1188
1190
1192
1201
1220
1234
1237
1241
1245
1252
1253
1258
1260
1266
1267
1271
1275
1276
1279
1288
1299
1302
1305
1306
1307
1308
1316
1317
1324
1325
1327
1339
1343
1345
1375
1376
1383
1386
1387
1389
1391
1408
1409
1414
1416
1420
1425
1428
1433
1435
1456
1458
1473
1483
1503
1505
1509
1512
1513
1516
1518
1521
1525
1528
1531
1534
1535
1536
1543
1548
1554
1560
1561
1585
1586
1588
1589
1598
1601
1609
1611
1623
1626
1628
1640
1641
1642
1644
1645
1654
1656
1668
1670
1671
1679
1686
1695
1698
1708
1712
1716
1718
1720
1732
1750
1755
1757
1758
1766
1774
1777
1788
1790
1795
1796
1798
1809
1811
1814
1818
1826
1830
1834
1836
1840
1841
1844
1855
1858
1863
1867
1871
1880
1882
1883
1887
1891
1892
1895
1900
1902
1903
1904
1906
1920
1926
1935
1938
1949
1950
1956
1958
1969
1970
1972
1980
1985
1988
1989
1991
1994
